VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE
539,11080,14,11080_4_5_13_14_15_24_25,Sonora-Mojave Semi-Desert Chaparral,Shrubland,81,-9999,-9999,81,100,-9999,-9999,IV-A,255,197,173,1,0.772549,0.678431
540,11090,14,11090_14,Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrubland,1056,-9999,-9999,1056,100,-9999,-9999,V-B,233,214,245,0.913725,0.839216,0.960784
541,11150,14,11150_14,Inter-Mountain Basins Juniper Savanna,Conifer,836,439,555,189,23,43,34,III-B,137,112,68,0.537255,0.439216,0.266667
542,11210,14,11210_14,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,10,-9999,40,8,80,-9999,20,II-B,255,221,216,1,0.866667,0.847059
544,11350,14,11350_13_14,Inter-Mountain Basins Semi-Desert Grassland,Grassland,119,-9999,-9999,119,100,-9999,-9999,IV-B,185,174,211,0.72549,0.682353,0.827451
545,11550,14,11550_13_14,North American Warm Desert Riparian Systems,Riparian,785,23,-9999,23,3,97,-9999,I-C,123,160,117,0.482353,0.627451,0.458824
546,11552,14,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,100,-9999,-9999,V-B,84,160,117,0.329412,0.627451,0.458824
547,10080,3,10080_1_2_3_7,North Pacific Oak Woodland,Hardwood,293,37,14,10,3,26,71,I-B,255,120,120,1,0.470588,0.470588
548,10150,3,10150_2_3_4,California Coastal Redwood Forest,Conifer,408,-9999,32,30,7,-9999,93,I-C,168,0,0,0.658824,0,0
549,10210,3,10210_2_3_6_7,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Conifer,229,70,11,9,5,13,82,I-B,245,181,149,0.960784,0.709804,0.584314
550,10220,3,10220_2_3_6_7,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Conifer,231,70,11,9,5,13,82,I-B,237,139,90,0.929412,0.545098,0.352941
551,10270,3,10270_2_3_7,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Conifer,337,32,12,8,3,26,71,I-B,158,187,215,0.619608,0.733333,0.843137
552,10280,3,10280_2_3,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer,237,47,25,15,6,33,61,I-B,84,98,168,0.329412,0.384314,0.658824
553,10290,3,10290_2_3_4_5_6_7_12,Mediterranean California Mixed Oak Woodland,Hardwood,285,33,11,8,3,25,72,I-B,220,100,100,0.862745,0.392157,0.392157
554,10300,3,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176,38,15,10,6,27,67,I-B,180,80,145,0.705882,0.313725,0.568627
555,10310,3,10310_2_3_4_5_6_12,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Conifer,165,84,11,9,6,11,83,I-B,167,70,0,0.654902,0.27451,0
556,10320,3,10320_2_3_7,Mediterranean California Red Fir Forest,Conifer,189,58,58,25,14,43,43,I-C,255,59,127,1,0.231373,0.498039
557,10330,3,10330_3_6_7,Mediterranean California Subalpine Woodland,Conifer,475,566,-9999,258,54,46,-9999,V-A,226,194,162,0.886275,0.760784,0.635294
558,10390,3,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,404,-9999,-9999,404,100,-9999,-9999,V-A,170,227,170,0.666667,0.890196,0.666667
560,10440,3,10440_3_6_7,Northern California Mesic Subalpine Woodland,Conifer,504,929,-9999,327,65,35,-9999,V-A,255,133,0,1,0.521569,0
561,10960,3,10960_3,California Maritime Chaparral,Shrubland,108,-9999,-9999,108,100,-9999,-9999,IV-B,200,170,140,0.784314,0.666667,0.54902
562,10970,3,10970_3_6_7,California Mesic Chaparral,Shrubland,54,-9999,-9999,54,100,-9999,-9999,IV-A,200,190,85,0.784314,0.745098,0.333333
563,10980,3,10980_3,California Montane Woodland and Chaparral,Shrubland,94,54,-9999,34,37,63,-9999,I-C,210,170,50,0.823529,0.666667,0.196078
564,10990,3,10990_3,California Xeric Serpentine Chaparral,Shrubland,80,-9999,-9999,80,100,-9999,-9999,IV-A,172,105,205,0.67451,0.411765,0.803922
565,11050,3,11050_3_6_7,Northern and Central California Dry-Mesic Chaparral,Shrubland,74,-9999,-9999,74,100,-9999,-9999,IV-A,245,246,175,0.960784,0.964706,0.686275
566,11130,3,11130_3,California Coastal Live Oak Woodland and Savanna,Hardwood,174,31,27,13,8,42,50,I-B,68,145,112,0.266667,0.568627,0.439216
567,11140,3,11140_3_6_7,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Hardwood,128,572,10,9,7,2,91,I-B,179,255,232,0.701961,1,0.909804
568,11280,3,11280_2_3_4,Northern California Coastal Scrub,Shrubland,110,-9999,-9999,110,100,-9999,-9999,IV-B,148,194,168,0.580392,0.760784,0.658824
569,11300,3,11300_3_4,California Mesic Serpentine Grassland,Grassland,7,-9999,-9999,7,100,-9999,-9999,II-B,205,188,214,0.803922,0.737255,0.839216
570,11310,3,11310_2_3_4,California Northern Coastal Grassland,Grassland,2,-9999,-9999,2,100,-9999,-9999,II-A,237,240,216,0.929412,0.941176,0.847059
571,11370,3,11370_3_6,Mediterranean California Subalpine Meadow,Grassland,40,161,-9999,32,80,20,-9999,II-C,0,188,255,0,0.737255,1
572,11380,3,11380_3_5,North Pacific Montane Grassland,Grassland,64,-9999,-9999,64,100,-9999,-9999,IV-A,199,230,158,0.780392,0.901961,0.619608
573,11520,3,11520_2_3_7,California Montane Riparian Systems,Riparian,64,79,-9999,35,55,45,-9999,I-C,65,150,167,0.254902,0.588235,0.654902
574,11630,3,11630_3_4_5,Pacific Coastal Marsh Systems,Riparian,15,35,-9999,11,69,31,-9999,II-B,68,79,125,0.266667,0.309804,0.490196
575,11700,3,11700_2_3_7,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Conifer,201,-9999,14,13,7,-9999,93,I-B,210,235,0,0.823529,0.921569,0
576,11770,3,11770_3,California Coastal Closed-Cone Conifer Forest and Woodland,Conifer,45,85,85,22,48,26,26,I-C,237,207,0,0.929412,0.811765,0
577,10010,6,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,255,190,1,1,0.745098
579,10110,6,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,46,54,-9999,I-C,255,255,115,1,1,0.45098
580,10170,6,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,38,62,-9999,III-B,14,245,98,0.054902,0.960784,0.384314
581,10190,6,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,865,898,-9999,440,51,49,-9999,V-A,115,76,0,0.45098,0.298039,0
582,10200,6,10200_6_9_12_17,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer,497,-9999,200,143,29,-9999,71,III-B,14,46,57,0.054902,0.180392,0.223529
583,10210,6,10210_2_3_6_7,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Conifer,229,70,11,9,5,13,82,I-B,245,181,149,0.960784,0.709804,0.584314
584,10270,6,10270_4_5_6,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Conifer,150,35,17,11,7,31,62,I-B,158,187,215,0.619608,0.733333,0.843137
585,10280,6,10280_4_6_7_12,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer,148,46,33,17,12,37,51,I-C,84,98,168,0.329412,0.384314,0.658824
586,10290,6,10290_2_3_4_5_6_7_12,Mediterranean California Mixed Oak Woodland,Hardwood,285,33,11,8,3,25,72,I-B,220,100,100,0.862745,0.392157,0.392157
587,10300,6,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176,38,15,10,6,27,67,I-B,180,80,145,0.705882,0.313725,0.568627
588,10310,6,10310_2_3_4_5_6_12,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Conifer,165,84,11,9,6,11,83,I-B,167,70,0,0.654902,0.27451,0
589,10321,6,10321_6,Mediterranean California Red Fir Forest-Cascades,Conifer,149,176,58,34,23,19,58,I-C,255,59,127,1,0.231373,0.498039
590,10322,6,10322_6,Mediterranean California Red Fir Forest-Southern Sierra,Conifer,294,317,78,52,18,16,66,III-A,255,145,151,1,0.568627,0.592157
591,10330,6,10330_3_6_7,Mediterranean California Subalpine Woodland,Conifer,475,566,-9999,258,54,46,-9999,V-A,226,194,162,0.886275,0.760784,0.635294
592,10340,6,10340_4_6_7,Mediterranean California Mesic Serpentine Woodland and Chaparral,Shrubland,182,108,-9999,68,37,63,-9999,III-A,115,0,76,0.45098,0,0.298039
593,10431,6,10431_2_3_6_7,Mediterranean California Mixed Evergreen Forest-Interior,Conifer,165,46,23,14,9,30,61,I-B,164,196,143,0.643137,0.768627,0.560784
594,10440,6,10440_3_6_7,Northern California Mesic Subalpine Woodland,Conifer,504,929,-9999,327,65,35,-9999,V-A,255,133,0,1,0.521569,0
595,10510,6,10510_6,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,91,76,14,11,12,14,74,I-B,190,210,255,0.745098,0.823529,1
596,10581,6,10581_6,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland-Wet,Conifer,158,51,460,36,23,69,8,III-A,127,234,0,0.498039,0.917647,0
597,10582,6,10582_6,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland-Dry,Conifer,244,56,59,26,11,46,43,I-C,179,255,0,0.701961,1,0
598,10610,6,10610_6,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,149,224,60,36,24,16,60,III-A,230,230,0,0.901961,0.901961,0
599,10620,6,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,24,47,29,III-A,191,19,230,0.74902,0.07451,0.901961
600,10670,6,10670_6,Mediterranean California Alpine Fell-Field,Shrubland,526,-9999,-9999,526,100,-9999,-9999,V-B,140,140,140,0.54902,0.54902,0.54902
601,10710,6,10710_6,Sierra Nevada Alpine Dwarf-Shrubland,Shrubland,228,-9999,-9999,228,100,-9999,-9999,V-A,25,125,95,0.098039,0.490196,0.372549
602,10790,6,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,90,10,-9999,IV-A,57,194,207,0.223529,0.760784,0.811765
604,10810,6,10810_6_12_13_17,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,1978,-9999,-9999,1978,100,-9999,-9999,V-B,245,202,122,0.960784,0.792157,0.478431
605,10820,6,10820_6,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,516,-9999,-9999,516,100,-9999,-9999,V-B,216,6,73,0.847059,0.023529,0.286275
606,10870,6,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,100,-9999,-9999,V-A,52,154,184,0.203922,0.603922,0.721569
607,10970,6,10970_3_6_7,California Mesic Chaparral,Shrubland,54,-9999,-9999,54,100,-9999,-9999,IV-A,200,190,85,0.784314,0.745098,0.333333
608,10980,6,10980_6,California Montane Woodland and Chaparral,Shrubland,92,54,-9999,34,37,63,-9999,I-C,210,170,50,0.823529,0.666667,0.196078
609,11030,6,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,100,-9999,-9999,IV-A,174,250,255,0.682353,0.980392,1
610,11050,6,11050_3_6_7,Northern and Central California Dry-Mesic Chaparral,Shrubland,74,-9999,-9999,74,100,-9999,-9999,IV-A,245,246,175,0.960784,0.964706,0.686275
611,11140,6,11140_3_6_7,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Hardwood,128,572,10,9,7,2,91,I-B,179,255,232,0.701961,1,0.909804
612,11250,6,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,100,-9999,-9999,IV-B,255,115,223,1,0.45098,0.87451
613,11260,6,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,100,-9999,-9999,IV-A,230,0,169,0.901961,0,0.662745
614,11360,6,11360_6,Mediterranean California Alpine Dry Tundra,Grassland,209,-9999,-9999,209,100,-9999,-9999,V-A,100,43,29,0.392157,0.168627,0.113725
615,11370,6,11370_3_6,Mediterranean California Subalpine Meadow,Grassland,40,161,-9999,32,80,20,-9999,II-C,0,188,255,0,0.737255,1
616,11380,6,11380_6,North Pacific Montane Grassland,Grassland,16,-9999,-9999,16,100,-9999,-9999,II-C,199,230,158,0.780392,0.901961,0.619608
617,11520,6,11520_6,California Montane Riparian Systems,Riparian,88,95,-9999,46,52,48,-9999,III-A,65,150,167,0.254902,0.588235,0.654902
618,11530,6,11530_6_10_12_13_17_18_19_21,Inter-Mountain Basins Greasewood Flat,Shrubland,1024,-9999,-9999,1024,100,-9999,-9999,V-B,225,225,225,0.882353,0.882353,0.882353
619,11540,6,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,378,-9999,-9999,378,100,-9999,-9999,V-A,154,156,117,0.603922,0.611765,0.458824
620,10010,9,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,255,190,1,1,0.745098
621,10060,9,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,78,78,78,0.305882,0.305882,0.305882
622,10110,9,10110_9,Rocky Mountain Aspen Forest and Woodland,Hardwood,59,50,-9999,27,46,54,-9999,I-C,255,255,115,1,1,0.45098
623,10170,9,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,38,62,-9999,III-B,14,245,98,0.054902,0.960784,0.384314
624,10190,9,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,865,898,-9999,440,51,49,-9999,V-A,115,76,0,0.45098,0.298039,0
625,10200,9,10200_6_9_12_17,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer,497,-9999,200,143,29,-9999,71,III-B,14,46,57,0.054902,0.180392,0.223529
626,10450,9,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,184,107,32,22,12,21,67,I-C,200,209,255,0.784314,0.819608,1
627,10460,9,10460_1_7_9,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,345,79,-9999,64,19,81,-9999,III-A,255,170,0,1,0.666667,0
628,10470,9,10470_8_9,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer,201,153,351,70,35,45,20,III-A,95,147,229,0.372549,0.576471,0.898039
629,10531,9,10531_1_7_8_9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,Conifer,273,78,19,14,6,18,76,I-B,168,85,0,0.658824,0.333333,0
630,10532,9,10532_7_9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Xeric,Conifer,258,100,136,47,18,47,35,III-A,168,120,0,0.658824,0.470588,0
631,10550,9,10550_1_8_9,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,232,248,-9999,120,52,48,-9999,III-B,211,255,190,0.827451,1,0.745098
632,10560,9,10560_1_7_8_9,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,120,415,-9999,93,78,22,-9999,III-A,56,168,0,0.219608,0.658824,0
633,10610,9,10610_8_9_17,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,68,44,-9999,27,39,61,-9999,I-C,230,230,0,0.901961,0.901961,0
634,10620,9,10620_7_9,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,243,213,244,77,32,36,32,III-A,191,19,230,0.74902,0.07451,0.901961
635,10650,9,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,100,-9999,-9999,V-A,190,255,232,0.745098,1,0.909804
636,10790,9,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,90,10,-9999,IV-A,57,194,207,0.223529,0.760784,0.811765
637,10800,9,10800_1_7_8_9,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,101,-9999,-9999,101,100,-9999,-9999,IV-B,255,190,232,1,0.745098,0.909804
638,10810,9,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,698,-9999,-9999,698,100,-9999,-9999,V-B,245,202,122,0.960784,0.792157,0.478431
639,11060,9,11060_1_8_9,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,41,-9999,-9999,41,100,-9999,-9999,IV-A,137,68,80,0.537255,0.266667,0.313725
640,11230,9,11230_1_7_8_9,Columbia Plateau Steppe and Grassland,Grassland,39,-9999,-9999,39,100,-9999,-9999,IV-A,235,218,234,0.921569,0.854902,0.917647
641,11240,9,11240_1_7_8_9,Columbia Plateau Low Sagebrush Steppe,Shrubland,222,-9999,-9999,222,100,-9999,-9999,V-A,132,140,173,0.517647,0.54902,0.678431
642,11250,9,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,100,-9999,-9999,IV-A,255,115,223,1,0.45098,0.87451
643,11260,9,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,100,-9999,-9999,II-C,230,0,169,0.901961,0,0.662745
644,11270,9,11270_7_8_9,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,212,-9999,-9999,212,100,-9999,-9999,V-A,194,158,215,0.760784,0.619608,0.843137
645,11340,9,11340_8_9,Columbia Basin Foothill and Canyon Dry Grassland,Grassland,21,16,-9999,9,43,57,-9999,I-B,205,245,122,0.803922,0.960784,0.478431
646,11350,9,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81,-9999,-9999,81,100,-9999,-9999,IV-A,185,174,211,0.72549,0.682353,0.827451
647,11390,9,11390_8_9,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,44,186,-9999,35,81,19,-9999,II-C,171,205,102,0.670588,0.803922,0.4
648,11400,9,11400_9,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,675,1495,-9999,464,69,31,-9999,V-A,167,205,195,0.654902,0.803922,0.764706
649,11420,9,11420_9_10,Columbia Basin Palouse Prairie,Grassland,25,-9999,-9999,25,100,-9999,-9999,II-C,220,220,0,0.862745,0.862745,0
650,11430,9,11430_9_19_21_28,Rocky Mountain Alpine Fell-Field,Grassland,525,-9999,-9999,525,100,-9999,-9999,V-B,130,130,130,0.509804,0.509804,0.509804
651,11450,9,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,80,20,-9999,II-C,0,197,255,0,0.772549,1
652,11530,9,11530_7_8_9,Inter-Mountain Basins Greasewood Flat,Shrubland,1019,-9999,-9999,1019,100,-9999,-9999,V-B,225,225,225,0.882353,0.882353,0.882353
653,11540,9,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,99,-9999,-9999,99,100,-9999,-9999,IV-A,154,156,117,0.603922,0.611765,0.458824
654,11590,9,11590_8_9,Rocky Mountain Montane Riparian Systems,Riparian,99,100,-9999,50,50,50,-9999,III-A,123,124,93,0.482353,0.486275,0.364706
655,11600,9,11600_8_9,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,200,133,-9999,80,40,60,-9999,III-A,49,165,167,0.192157,0.647059,0.654902
656,11610,9,11610_9_10_19,Northern Rocky Mountain Conifer Swamp,Conifer,386,-9999,-9999,386,100,-9999,-9999,V-A,68,79,137,0.266667,0.309804,0.537255
657,11650,9,11650_9,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer,204,149,23,18,9,12,79,I-C,255,120,0,1,0.470588,0
658,11660,9,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,24,50,26,I-C,214,112,0,0.839216,0.439216,0
659,11670,9,11670_1_7_9,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer,111,113,-9999,56,50,50,-9999,III-A,85,255,0,0.333333,1,0
660,10010,8,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,255,190,1,1,0.745098
661,10170,8,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,38,62,-9999,III-B,14,245,98,0.054902,0.960784,0.384314
662,10450,8,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,184,107,32,22,12,21,67,I-C,200,209,255,0.784314,0.819608,1
663,10470,8,10470_8_9,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer,201,153,351,70,35,45,20,III-A,95,147,229,0.372549,0.576471,0.898039
664,10531,8,10531_1_7_8_9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,Conifer,273,78,19,14,6,18,76,I-B,168,85,0,0.658824,0.333333,0
665,10550,8,10550_1_8_9,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,232,248,-9999,120,52,48,-9999,III-B,211,255,190,0.827451,1,0.745098
666,10560,8,10560_1_7_8_9,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,120,415,-9999,93,78,22,-9999,III-A,56,168,0,0.219608,0.658824,0
667,10610,8,10610_8_9_17,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,68,44,-9999,27,39,61,-9999,I-C,230,230,0,0.901961,0.901961,0
668,10650,8,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,100,-9999,-9999,V-A,190,255,232,0.745098,1,0.909804
669,10800,8,10800_1_7_8_9,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,101,-9999,-9999,101,100,-9999,-9999,IV-B,255,190,232,1,0.745098,0.909804
670,10810,8,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,698,-9999,-9999,698,100,-9999,-9999,V-B,245,202,122,0.960784,0.792157,0.478431
671,11060,8,11060_1_8_9,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,41,-9999,-9999,41,100,-9999,-9999,IV-A,137,68,80,0.537255,0.266667,0.313725
672,11230,8,11230_1_7_8_9,Columbia Plateau Steppe and Grassland,Grassland,39,-9999,-9999,39,100,-9999,-9999,IV-A,235,218,234,0.921569,0.854902,0.917647
673,11240,8,11240_1_7_8_9,Columbia Plateau Low Sagebrush Steppe,Shrubland,222,-9999,-9999,222,100,-9999,-9999,V-A,132,140,173,0.517647,0.54902,0.678431
674,11250,8,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,100,-9999,-9999,IV-A,255,115,223,1,0.45098,0.87451
675,11260,8,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,100,-9999,-9999,II-C,230,0,169,0.901961,0,0.662745
676,11270,8,11270_7_8_9,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,212,-9999,-9999,212,100,-9999,-9999,V-A,194,158,215,0.760784,0.619608,0.843137
677,11340,8,11340_8_9,Columbia Basin Foothill and Canyon Dry Grassland,Grassland,21,16,-9999,9,43,57,-9999,I-B,205,245,122,0.803922,0.960784,0.478431
678,11350,8,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81,-9999,-9999,81,100,-9999,-9999,IV-A,185,174,211,0.72549,0.682353,0.827451
679,11390,8,11390_8_9,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,44,186,-9999,35,81,19,-9999,II-C,171,205,102,0.670588,0.803922,0.4
680,11420,8,11420_8,Columbia Basin Palouse Prairie,Grassland,25,-9999,64,18,72,-9999,28,II-C,220,220,0,0.862745,0.862745,0
681,11530,8,11530_7_8_9,Inter-Mountain Basins Greasewood Flat,Shrubland,1019,-9999,-9999,1019,100,-9999,-9999,V-B,225,225,225,0.882353,0.882353,0.882353
